name,pophoh,poptotl,popownr,poprntr,mhhinc,mhhinco,mhhincr,pophohm,popttlm,popwnrm,pprntrm,mhhincmo,mhhincom,mhhncrm,geoid,poptot,pophis,popnhis,popnh1r,popwhit,popblck,popamnd,popasin,poppacl,popth1r,ppnhs2r,bct2020,geometry,in_census,nun_res,nun_rs,nun_nycha,fzr20_100y,fzr50_100y,fzr50_500y,ncondo,ncoop,nsfh,nmfh,nuncondo,nuncoop,nunsfh,nunmfh,nres_bf1960,nres_60t79,nres_80t99,nres_2000af,nun_bf1960,nun_60t79,nun_80t99,nun_2000af,nunbf60sfh,nun60t79sfh,nun80t99sfh,nun00afsfh,nunbf60mfh,nun60t79mfh,nun80t99mfh,nun00afmfh,fp_cat,in_mp
"Census Tract 86.02, New York County, New York",0,0,0,0,NA,NA,NA,12,12,12,12,NA,NA,NA,36061008602,0,0,0,0,0,0,0,0,0,0,0,1008602,"list(list(c(-73.96932, -73.968908, -73.968427, -73.967974, -73.967698, -73.967261, -73.967227, -73.965185, -73.965055, -73.964862, -73.964715, -73.96156, -73.961491, -73.957732, -73.958216, -73.959725, -73.960211, -73.967697, -73.967977, -73.968126, -73.969987, -73.96932, 40.749517, 40.750112, 40.750764, 40.751366, 40.752041, 40.75264, 40.752688, 40.751952, 40.751813, 40.752011, 40.751717, 40.749458, 40.749494, 40.747775, 40.747212, 40.745261, 40.744511, 40.747866, 40.748005, 40.74807, 40.748869, 
40.749517)))",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1
"Census Tract 213.03, New York County, New York",2333,6057,152,5905,55096,46836,55641,263,789,148,820,17223,44589,16903,36061021303,5583,1852,3731,3498,1171,1966,3,295,2,61,233,1021303,"list(list(c(-73.955001, -73.954547, -73.954089, -73.953562, -73.95319, -73.952721, -73.9522, -73.95088, -73.952273, -73.952868, -73.952974, -73.95086, -73.95177, -73.950927, -73.952101, -73.953544, -73.954081, -73.955707, -73.955001, 40.815112, 40.815737, 40.816361, 40.817083, 40.817595, 40.818236, 40.81895, 40.818395, 40.817221, 40.815846, 40.81507, 40.814187, 40.81294, 40.812575, 40.811442, 40.812051, 40.81228, 40.814144, 40.815112)))",1,3031,1320,0,0,0,0,5,9,0,93,509,210,0,2311,99,0,1,7,2374,0,130,526,0,0,0,0,2164,0,130,17,NA,1
"Census Tract 508.01, Kings County, New York",1303,3652,130,3522,57569,NA,56389,121,518,164,515,20728,NA,18489,36047050801,4311,1011,3300,3070,460,2410,5,148,2,45,230,3050801,"list(list(c(-73.96302, -73.962584, -73.961407, -73.960423, -73.959329, -73.959151, -73.958926, -73.958707, -73.959977, -73.961008, -73.962186, -73.962645, -73.96302, 40.651532, 40.651704, 40.65217, 40.652556, 40.652928, 40.652145, 40.651212, 40.650387, 40.650209, 40.650082, 40.649789, 40.650701, 40.651532)))",1,1512,1185,0,0,0,0,0,1,3,43,0,64,3,1436,46,0,0,1,1483,0,0,20,3,0,0,0,1416,0,0,20,NA,1
"Census Tract 510.02, Kings County, New York",1694,4131,80,4051,48138,NA,47490,141,465,71,475,7224,NA,6903,36047051002,4600,970,3630,3381,593,2536,13,206,0,33,249,3051002,"list(list(c(-73.962186, -73.961008, -73.959977, -73.958707, -73.95815, -73.958141, -73.959434, -73.960471, -73.961672, -73.961935, -73.963075, -73.962186, 40.649789, 40.650082, 40.650209, 40.650387, 40.647768, 40.647504, 40.647358, 40.647244, 40.647115, 40.648511, 40.64944, 40.649789)))",1,1977,1362,0,0,0,0,2,2,34,51,59,147,34,1617,84,2,0,3,1585,164,0,108,34,0,0,0,1404,164,0,49,NA,1
"Census Tract 610.04, Kings County, New York",2725,5909,963,4946,33701,54760,29145,227,586,427,640,9552,26086,6987,36047061004,6669,523,6146,5865,5059,78,1,679,7,41,281,3061004,"list(list(c(-73.959663, -73.956536, -73.956041, -73.955174, -73.954143, -73.954032, -73.953838, -73.953342, -73.952874, -73.953547, -73.954041, -73.954833, -73.955787, -73.956053, -73.956648, -73.95781, -73.95827, -73.959017, -73.959633, -73.959663, 40.578366, 40.582659, 40.582736, 40.582916, 40.583105, 40.582517, 40.581745, 40.579267, 40.576882, 40.576768, 40.577457, 40.577393, 40.577684, 40.577766, 40.577947, 40.578269, 40.57831, 40.578123, 40.577993, 40.578366)))",1,3442,1872,0,1,1,1,1,4,15,293,121,383,15,2601,306,7,0,0,2862,258,0,0,15,0,0,0,2343,258,0,0,2020_100y,1
"Census Tract 768, Kings County, New York",1195,3548,1425,2123,54395,NA,53145,219,665,645,425,12327,NA,11337,36047076800,4049,320,3729,3568,2687,131,9,673,0,68,161,3076800,"list(list(c(-73.964268, -73.963268, -73.962339, -73.961415, -73.960486, -73.96094, -73.960405, -73.959046, -73.958088, -73.957632, -73.958597, -73.958147, -73.959107, -73.958977, -73.958655, -73.959583, -73.960511, -73.962364, -73.963361, -73.963811, -73.964268, 40.619984, 40.620095, 40.620196, 40.620298, 40.6204, 40.622791, 40.622851, 40.623, 40.623105, 40.620714, 40.620608, 40.618217, 40.618113, 40.617409, 40.615721, 40.61562, 40.615518, 40.615314, 40.615204, 40.617589, 40.619984)))",1,1604,570,0,0,0,0,0,1,145,230,0,62,145,1300,360,10,3,3,1103,76,9,319,139,6,0,0,964,8,9,319,NA,1
"Census Tract 1116, Kings County, New York",981,3192,1572,1620,49135,119632,25493,160,918,941,338,37713,54283,4492,36047111600,3434,778,2656,2443,56,2307,5,41,0,34,213,3111600,"list(list(c(-73.881036, -73.880222, -73.878586, -73.876953, -73.876137, -73.873688, -73.872841, -73.871875, -73.869485, -73.876101, -73.877733, -73.878154, -73.878592, -73.879683, -73.880752, -73.880892, -73.880961, -73.881856, -73.881036, 40.664504, 40.664857, 40.665554, 40.666259, 40.666612, 40.667665, 40.668032, 40.666764, 40.663546, 40.660757, 40.660052, 40.659879, 40.659701, 40.66117, 40.662641, 40.662834, 40.662928, 40.66415, 40.664504)))",1,1004,43,36,0,1,1,0,0,92,308,0,0,92,908,176,88,28,108,408,244,102,246,53,39,0,0,355,205,102,246,2050_100y,1
"Census Tract 1237, Kings County, New York",1171,7133,1673,5460,43365,113098,37143,147,1276,650,1243,7499,69513,8968,36047123700,8586,744,7842,7672,7085,128,5,57,0,397,170,3123700,"list(list(c(-73.961051, -73.958858, -73.957434, -73.95702, -73.956645, -73.956075, -73.95337, -73.952925, -73.952489, -73.953414, -73.955197, -73.956143, -73.957087, -73.957997, -73.959311, -73.960158, -73.960621, -73.961051, 40.698326, 40.698677, 40.698905, 40.698974, 40.699019, 40.69909, 40.699405, 40.697204, 40.695004, 40.694893, 40.694688, 40.694579, 40.694471, 40.694366, 40.694215, 40.694117, 40.69632, 40.698326)))",1,2289,232,0,1,1,1,76,0,5,164,755,0,5,1011,149,1,1,93,619,3,2,1135,4,0,0,1,525,3,2,481,2020_100y,1
"Census Tract 1522, Kings County, New York",1174,3619,2718,901,162050,215833,80400,154,618,585,379,27261,53067,17256,36047152200,3287,458,2829,2612,1493,477,19,590,0,33,217,3152200,"list(list(c(-73.970841, -73.969307, -73.968428, -73.967546, -73.966665, -73.964903, -73.964535, -73.965468, -73.965012, -73.964087, -73.963557, -73.96443, -73.966174, -73.967044, -73.967917, -73.968791, -73.969399, -73.969484, -73.970089, -73.970546, -73.970841, 40.646378, 40.646991, 40.647335, 40.647683, 40.648029, 40.648721, 40.646819, 40.64672, 40.644302, 40.644407, 40.64161, 40.641214, 40.640431, 40.64004, 40.63965, 40.639256, 40.641383, 40.64169, 40.643746, 40.645317, 40.646378)))",1,1155,261,0,0,0,0,0,1,288,205,0,29,288,776,487,6,0,1,899,136,0,58,284,4,0,0,586,132,0,58,NA,1
"Census Tract 798.02, Kings County, New York",2433,5197,144,5053,80968,250001,80331,274,747,103,746,9054,NA,10365,36047079802,5647,680,4967,4633,1584,2652,13,310,1,73,334,3079802,"list(list(c(-73.962005, -73.960662, -73.960622, -73.9606, -73.96056, -73.960484, -73.960426, -73.960243, -73.960073, -73.959861, -73.960205, -73.961691, -73.9619, -73.962814, -73.962005, 40.66067, 40.660947, 40.660205, 40.660027, 40.659496, 40.65841, 40.658072, 40.657232, 40.656486, 40.655635, 40.655514, 40.654951, 40.654871, 40.660504, 40.66067)))",1,2703,1909,0,0,0,0,0,2,7,88,0,150,7,2526,94,2,0,1,1933,496,0,254,7,0,0,0,1776,496,0,254,NA,1
"Census Tract 158.02, Queens County, New York",1198,4629,2892,1737,85052,93397,57763,174,760,776,530,32850,16419,11835,36081015802,4607,600,4007,3344,107,733,100,1183,4,1217,663,4015802,"list(list(c(-73.825011, -73.822932, -73.820853, -73.819939, -73.819061, -73.816926, -73.81642, -73.814974, -73.816661, -73.817375, -73.82147, -73.822454, -73.823297, -73.824173, -73.825011, 40.687952, 40.688543, 40.689134, 40.689394, 40.689642, 40.69025, 40.689245, 40.686695, 40.686211, 40.686003, 40.684891, 40.686903, 40.686575, 40.686234, 40.687952)))",1,1208,104,0,0,0,0,0,0,319,340,0,0,319,828,631,12,1,15,1072,27,3,45,317,2,0,0,755,25,3,45,NA,1
"Census Tract 185.01, Queens County, New York",1616,3377,1400,1977,69722,78092,55368,165,405,363,389,21702,23202,16827,36081018501,3502,1068,2434,2303,1340,85,2,828,1,47,131,4018501,"list(list(c(-73.925107, -73.92503, -73.924105, -73.923176, -73.922735, -73.921321, -73.920395, -73.919466, -73.919836, -73.920764, -73.921693, -73.922619, -73.923546, -73.925399, -73.925107, 40.739526, 40.739955, 40.739848, 40.73974, 40.739688, 40.739525, 40.739417, 40.739312, 40.737464, 40.737571, 40.73768, 40.737787, 40.737895, 40.738111, 40.739526)))",1,1633,277,0,0,0,0,0,4,16,148,0,877,16,728,167,1,0,0,1559,62,0,0,16,0,0,0,728,0,0,0,NA,1
"Census Tract 294, Queens County, New York",2260,6542,3622,2920,87885,108909,61188,374,1246,942,1095,17298,35696,27832,36081029400,8072,1106,6966,6546,139,5920,51,271,4,161,420,4029400,"list(list(c(-73.788831, -73.788085, -73.786868, -73.785767, -73.783763, -73.783042, -73.781572, -73.779478, -73.778151, -73.777138, -73.775672, -73.774496, -73.773654, -73.771545, -73.773425, -73.776164, -73.779705, -73.78062, -73.78697, -73.78941, -73.788831, 40.669823, 40.67301, 40.672824, 40.672396, 40.675316, 40.675844, 40.676901, 40.678365, 40.676648, 40.675315, 40.673387, 40.671828, 40.6707, 40.667963, 40.668028, 40.667867, 40.66759, 40.667526, 40.667085, 40.666841, 40.669823)))",1,2469,207,0,0,0,1,0,0,521,732,0,0,521,1937,820,217,91,125,1166,612,287,393,477,24,4,16,689,588,283,377,2050_500y,1
"Census Tract 357, Queens County, New York",899,2763,1515,1248,80733,73162,107729,262,822,306,715,31248,17726,78993,36081035700,5593,2796,2797,2662,514,1340,1,748,3,56,135,4035700,"list(list(c(-73.876388, -73.876022, -73.876119, -73.872596, -73.869569, -73.868002, -73.865983, -73.863123, -73.864078, -73.865274, -73.866752, -73.867492, -73.868982, -73.869846, -73.871773, -73.872684, -73.873576, -73.874472, -73.875535, -73.875865, -73.876244, -73.876388, 40.769, 40.770312, 40.771629, 40.771831, 40.771087, 40.770255, 40.76886, 40.766302, 40.765749, 40.766939, 40.766091, 40.765688, 40.764913, 40.764827, 40.764625, 40.764532, 40.764436, 40.764342, 40.764231, 40.766052, 40.768133, 
40.769)))",1,1262,37,0,1,1,1,0,0,400,397,0,0,400,859,658,57,24,58,988,109,47,115,353,43,3,1,635,66,44,114,2020_100y,1
"Census Tract 444, Queens County, New York",990,3584,1651,1933,43750,88229,35320,155,747,687,472,13643,22543,9049,36081044400,4562,1687,2875,2625,127,924,49,1278,8,239,250,4044400,"list(list(c(-73.794895, -73.793959, -73.792526, -73.791463, -73.790796, -73.78975, -73.78957, -73.788691, -73.78804, -73.787719, -73.785562, -73.78429, -73.783817, -73.783305, -73.78237, -73.779683, -73.779048, -73.778676, -73.777271, -73.776055, -73.774892, -73.773139, -73.771736, -73.771151, -73.768445, -73.77356, -73.775139, -73.775633, -73.775037, -73.772308, -73.772979, -73.773222, -73.773957, -73.77691, -73.777842, -73.780345, -73.782566, -73.784849, -73.78598, -73.788042, -73.789664, -73.791156, 
-73.792368, -73.793792, -73.794629, -73.794895, 40.705461, 40.705827, 40.70636, 40.706678, 40.70687, 40.707171, 40.707222, 40.707468, 40.707571, 40.707661, 40.707936, 40.707931, 40.70793, 40.707946, 40.708076, 40.708596, 40.70871, 40.708779, 40.70893, 40.709105, 40.709419, 40.709923, 40.710313, 40.710212, 40.709637, 40.707877, 40.706884, 40.705346, 40.705233, 40.700572, 40.700381, 40.700236, 40.699806, 40.702525, 40.703217, 40.705412, 40.705425, 40.704586, 40.704187, 40.703556, 40.70304, 40.702294, 
40.702121, 40.704032, 40.705117, 40.705461)))",1,1632,154,216,0,0,0,0,1,149,264,0,216,149,700,305,1,6,102,492,216,11,346,148,0,1,0,344,0,10,346,NA,1
"Census Tract 240, New York County, New York",0,0,0,0,NA,NA,NA,12,12,12,12,NA,NA,NA,36061024000,1302,466,836,812,170,621,2,13,3,3,24,1024000,"list(list(c(-73.936239, -73.931788, -73.930162, -73.92651, -73.928373, -73.927257, -73.927599, -73.926854, -73.925291, -73.925081, -73.923022, -73.918901, -73.913624, -73.912456, -73.910673, -73.910296, -73.912069, -73.915344, -73.917171, -73.91909, -73.919965, -73.920999, -73.924816, -73.925745, -73.927708, -73.930619, -73.935433, -73.936239, 40.785687, 40.790173, 40.791306, 40.790868, 40.792845, 40.794876, 40.79803, 40.799988, 40.802002, 40.802521, 40.802425, 40.798903, 40.796786, 40.796096, 40.793116, 
40.790657, 40.789339, 40.786116, 40.784193, 40.783368, 40.782635, 40.781749, 40.778758, 40.778405, 40.780964, 40.782246, 40.783249, 40.785687)))",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1
"Census Tract 299, New York County, New York",1522,3502,59,3443,20926,NA,19982,141,478,73,484,9777,NA,9775,36061029900,3598,2647,951,896,78,763,3,25,0,27,55,1029900,"list(list(c(-73.924742, -73.922495, -73.922166, -73.920611, -73.920276, -73.918943, -73.917044, -73.915681, -73.915183, -73.914009, -73.912269, -73.911435, -73.910485, -73.908605, -73.909804, -73.91434, -73.916975, -73.91929, -73.920005, -73.920958, -73.92216, -73.922867, -73.922958, -73.923542, -73.924742, 40.861594, 40.862413, 40.862535, 40.863113, 40.862606, 40.864463, 40.867026, 40.868889, 40.869551, 40.87116, 40.872518, 40.873297, 40.874015, 40.871678, 40.868282, 40.862521, 40.859909, 40.857475, 
40.856679, 40.855112, 40.855607, 40.855872, 40.858914, 40.859838, 40.861594)))",1,1523,273,1167,1,1,1,0,1,0,7,0,74,0,1449,8,0,0,0,1523,0,0,0,0,0,0,0,1449,0,0,0,2020_100y,1
"Census Tract 243.02, New York County, New York",2668,7017,46,6971,23506,NA,23110,244,755,58,751,5538,NA,5837,36061024302,7237,3436,3801,3650,81,3327,11,177,2,52,151,1024302,"list(list(c(-73.939343, -73.938683, -73.937957, -73.936496, -73.934911, -73.934402, -73.934705, -73.933006, -73.933144, -73.933459, -73.933059, -73.934555, -73.934676, -73.934837, -73.93519, -73.937271, -73.938588, -73.940167, -73.939343, 40.831612, 40.832801, 40.833454, 40.834569, 40.835736, 40.836054, 40.835626, 40.835679, 40.834815, 40.833184, 40.828156, 40.828047, 40.828043, 40.828032, 40.828295, 40.829154, 40.829717, 40.830383, 40.831612)))",1,2598,0,2598,1,1,1,0,0,0,2,0,0,0,2598,1,0,0,1,984,0,0,1614,0,0,0,0,984,0,0,1614,2020_100y,1
"Census Tract 317.03, New York County, New York",2499,6086,726,5360,250001,250001,250001,428,908,383,864,NA,NA,NA,36061031703,5847,449,5398,5009,3840,107,0,1029,2,31,389,1031703,"list(list(c(-74.0242687723309, -74.0239782453982, -74.023637, -74.0230663219025, -74.016864, -74.013046, -74.012292, -74.012731, -74.012921, -74.013195, -74.0137, -74.014147, -74.014358, -74.01663, -74.017894, -74.018589, -74.0243955876661, -74.0242687723309, 40.7139396591757, 40.7158385785571, 40.718069, 40.7204140783354, 40.719611, 40.719086, 40.719039, 40.717114, 40.716398, 40.715203, 40.713668, 40.712213, 40.711006, 40.712117, 40.712356, 40.712201, 40.7131107787149, 40.7139396591757)))",1,2805,1156,0,1,1,1,1,0,0,6,166,0,0,1529,0,0,3,4,0,0,709,986,0,0,0,0,0,0,709,820,2020_100y,1
"Census Tract 181, Richmond County, New York",1262,2793,2402,391,86396,111094,NA,253,352,325,211,15880,45379,NA,36085018100,3569,350,3219,3140,2608,135,2,379,3,13,79,5018100,"list(list(c(-74.138667, -74.133775, -74.132054, -74.13092, -74.125453, -74.124675, -74.122643, -74.122294, -74.120772, -74.120596, -74.119576, -74.116844, -74.114871, -74.113023, -74.111302, -74.11131, -74.110786, -74.110378, -74.11018, -74.110641, -74.10688, -74.105336, -74.100905, -74.100883, -74.102079, -74.102709, -74.103926, -74.105259, -74.109248, -74.110286, -74.11221, -74.11395, -74.114818, -74.117021, -74.117587, -74.118034, -74.118497, -74.119786, -74.121177, -74.12177, -74.123177, -74.124084, 
-74.127089, -74.127249, -74.126892, -74.127492, -74.130235, -74.1304, -74.132827, -74.13394, -74.138667, 40.58902, 40.596333, 40.597819, 40.598856, 40.598137, 40.598316, 40.599419, 40.599687, 40.600672, 40.60181, 40.601817, 40.601895, 40.602137, 40.600135, 40.598208, 40.597057, 40.596127, 40.5953, 40.594859, 40.593252, 40.590376, 40.590545, 40.59102, 40.590179, 40.588741, 40.588172, 40.587076, 40.585923, 40.582679, 40.5822, 40.581267, 40.580042, 40.579177, 40.578197, 40.577581, 40.57717, 40.576616, 
40.575815, 40.575286, 40.575054, 40.57575, 40.575834, 40.576369, 40.577551, 40.57849, 40.579788, 40.582539, 40.582759, 40.583793, 40.586299, 40.58902)))",1,1260,293,0,0,0,0,1,0,800,68,11,0,800,353,322,342,98,107,497,368,99,200,275,326,97,102,222,42,2,87,NA,1
"Census Tract 198, Richmond County, New York",2376,6970,5788,1182,93281,146215,NA,377,1076,769,839,40568,24274,NA,36085019800,6627,582,6045,5921,5484,64,4,350,2,17,124,5019800,"list(list(c(-74.22691, -74.225574, -74.223735, -74.217356, -74.213546, -74.214098, -74.211734, -74.210282, -74.209612, -74.207302, -74.205461, -74.202769, -74.201527, -74.201171, -74.200704, -74.197794, -74.196084, -74.19454, -74.193984, -74.193133, -74.191744, -74.190726, -74.186099, -74.183824, -74.179339, -74.178237, -74.177975167513, -74.177986, -74.182157, -74.1832823107485, -74.1937285345303, -74.1968192974869, -74.1998294028463, -74.199923, -74.1999716484954, -74.210474, -74.2107605656087, 
-74.219787, -74.2219090685098, -74.223116, -74.223215, -74.226634, -74.22691, 40.519172, 40.518522, 40.518203, 40.52093, 40.521235, 40.524098, 40.524356, 40.524721, 40.525227, 40.525282, 40.525544, 40.525907, 40.526265, 40.526754, 40.527232, 40.529032, 40.529912, 40.53062, 40.530871, 40.531195, 40.531917, 40.530482, 40.523996, 40.520855, 40.522514, 40.520055, 40.5196075456346, 40.519603, 40.520634, 40.5200699511305, 40.5148339034677, 40.5132846946347, 40.5117759144801, 40.511729, 40.5117184827772, 
40.509448, 40.50923737597, 40.502603, 40.5023973077873, 40.504844, 40.508659, 40.517251, 40.519172)))",1,2516,0,0,1,1,1,0,0,1220,635,0,0,1220,1281,410,173,709,563,467,215,978,841,355,139,441,285,112,76,537,556,2020_100y,1
"Census Tract 657.03, Queens County, New York",1124,3013,2106,907,99184,110440,84265,324,907,866,255,24134,20649,24715,36081065703,2829,440,2389,2332,2170,16,0,127,0,19,57,4065703,"list(list(c(-73.879299, -73.877186, -73.87722, -73.875368, -73.874402, -73.872392, -73.871694, -73.871618, -73.873593, -73.874325, -73.875271, -73.875478, -73.878292, -73.878582, -73.880207, -73.879299, 40.715482, 40.715622, 40.717226, 40.717452, 40.717575, 40.717831, 40.71426, 40.71329, 40.713234, 40.713196, 40.713137, 40.71312, 40.712831, 40.713215, 40.715244, 40.715482)))",1,1142,21,0,0,0,0,1,0,336,316,18,0,336,741,580,48,5,20,896,130,27,42,326,9,0,1,570,121,9,41,NA,1
"Census Tract 671, Queens County, New York",951,2516,2307,209,102813,99708,156250,139,254,271,117,15632,12023,71473,36081067100,2248,230,2018,1984,1439,3,3,535,0,4,34,4067100,"list(list(c(-73.882588, -73.881621, -73.879643, -73.877556, -73.874708, -73.873366, -73.872802, -73.873168, -73.877674, -73.879306, -73.88092, -73.882435, -73.881634, -73.882588, 40.725083, 40.725237, 40.72556, 40.725751, 40.72709, 40.725997, 40.725304, 40.72519, 40.723101, 40.722345, 40.721603, 40.723509, 40.72388, 40.725083)))",1,870,0,0,0,0,0,0,0,749,56,0,0,749,117,796,9,0,0,844,22,0,0,748,1,0,0,96,21,0,0,NA,1
"Census Tract 713.06, Queens County, New York",2966,6673,1939,4734,91250,100208,87979,351,1194,545,1098,14897,33284,15870,36081071306,6181,1212,4969,4646,2470,252,3,1809,1,111,323,4071306,"list(list(c(-73.859014, -73.858608, -73.857981, -73.857622, -73.857104, -73.855954, -73.855831, -73.854779, -73.853588, -73.852448, -73.853512, -73.854542, -73.855586, -73.855842, -73.858072, -73.857763, -73.857271, -73.85942, -73.859014, 40.727109, 40.727752, 40.728735, 40.728603, 40.728413, 40.727985, 40.727939, 40.727553, 40.727135, 40.726705, 40.72536, 40.723726, 40.724112, 40.723625, 40.724474, 40.724906, 40.725681, 40.726465, 40.727109)))",1,3071,1069,0,0,0,0,0,12,92,126,0,1081,92,1809,203,18,2,7,2481,250,121,130,92,0,0,0,1308,250,121,130,NA,1
"Census Tract 749, Queens County, New York",502,1440,1009,431,179167,199792,167188,60,249,181,226,47295,78982,82013,36081074900,1563,153,1410,1340,853,13,0,449,0,25,70,4074900,"list(list(c(-73.844356, -73.843947, -73.842315, -73.841899, -73.841165, -73.838722, -73.834926, -73.835014, -73.835977, -73.836115, -73.837037, -73.840692, -73.842555, -73.843282, -73.84476, -73.844356, 40.71235, 40.712996, 40.715588, 40.716246, 40.717414, 40.715799, 40.712474, 40.712221, 40.711706, 40.711825, 40.711312, 40.710153, 40.710904, 40.711166, 40.711706, 40.71235)))",1,582,0,0,0,0,0,0,0,465,58,0,0,465,116,515,2,3,3,572,2,4,3,458,2,2,3,114,0,2,0,NA,1
"Census Tract 757.02, Queens County, New York",2331,5229,3865,1364,104476,117739,62206,346,990,1027,402,27529,20864,52011,36081075702,5071,487,4584,4373,2502,151,2,1677,2,39,211,4075702,"list(list(c(-73.844277, -73.840327, -73.839854, -73.838715, -73.838362, -73.836524, -73.836038, -73.835963, -73.837025, -73.838298, -73.837957, -73.839812, -73.840852, -73.840858, -73.841199, -73.84154, -73.842225, -73.842567, -73.842909, -73.843594, -73.843934, -73.844277, 40.72763, 40.728807, 40.728178, 40.726221, 40.725562, 40.722371, 40.72177, 40.721677, 40.721358, 40.720979, 40.720313, 40.719602, 40.720065, 40.720984, 40.721649, 40.722314, 40.723642, 40.724308, 40.724971, 40.7263, 40.726965, 
40.72763)))",1,2488,418,0,0,0,0,0,12,268,24,0,1524,268,587,226,17,15,46,1634,635,44,66,211,7,6,44,432,95,38,22,NA,1
"Census Tract 65.02, Queens County, New York",1788,3796,503,3293,82411,76481,82908,221,670,282,659,5833,32467,5538,36081006502,4004,930,3074,2927,2295,50,1,545,0,36,147,4006502,"list(list(c(-73.91819, -73.916896, -73.914874, -73.913888, -73.912917, -73.91194, -73.914499, -73.913701, -73.914992, -73.915791, -73.917389, -73.91819, 40.765394, 40.766982, 40.76947, 40.769324, 40.769161, 40.76901, 40.765856, 40.76548, 40.763892, 40.764268, 40.76502, 40.765394)))",1,1966,582,0,0,0,0,4,1,45,359,37,4,45,1820,314,42,10,43,1351,125,54,376,45,0,0,0,1302,125,54,339,NA,1
"Census Tract 1277, Queens County, New York",1043,3114,2803,311,134777,134420,NA,125,570,471,330,42483,43067,NA,36081127700,3600,159,3441,3326,2579,152,3,528,0,64,115,4127700,"list(list(c(-73.791745, -73.789459, -73.78655, -73.783601, -73.781161, -73.779365, -73.777575, -73.775234, -73.776832, -73.777182, -73.778038, -73.777876, -73.777385, -73.780361, -73.78499, -73.78864, -73.78975, -73.790708, -73.790402, -73.7903, -73.790509, -73.791745, 40.725776, 40.726493, 40.727445, 40.728413, 40.729213, 40.729702, 40.730193, 40.725238, 40.723851, 40.723607, 40.723284, 40.723037, 40.722442, 40.720527, 40.719972, 40.719306, 40.719271, 40.719269, 40.720095, 40.72092, 40.723471, 40.725776
)))",1,1188,0,0,0,0,0,0,0,1123,27,0,0,1123,57,1070,20,6,54,1100,20,6,54,1043,20,6,54,57,0,0,0,NA,1
"Census Tract 125, Queens County, New York",664,1587,152,1435,101447,165391,101118,83,200,56,205,16265,157903,18120,36081012500,1735,422,1313,1236,934,37,0,241,2,22,77,4012500,"list(list(c(-73.919773, -73.918897, -73.917077, -73.916388, -73.915395, -73.91431, -73.91359, -73.912893, -73.911673, -73.910241, -73.910942, -73.91194, -73.912917, -73.913888, -73.914874, -73.915849, -73.916438, -73.916821, -73.917591, -73.918116, -73.917702, -73.920076, -73.919773, 40.772315, 40.771985, 40.773475, 40.772988, 40.77229, 40.771523, 40.771016, 40.770521, 40.769645, 40.769427, 40.76885, 40.76901, 40.769161, 40.769324, 40.76947, 40.769634, 40.76973, 40.769792, 40.769901, 40.770029, 40.770392, 
40.772067, 40.772315)))",1,765,144,0,0,0,0,0,0,19,169,0,0,19,715,173,5,8,2,673,14,36,11,19,0,0,0,654,14,36,11,NA,1
"Census Tract 797.02, Queens County, New York",1415,4259,1170,3089,43766,68750,42828,161,688,373,607,5511,28587,9319,36081079702,5002,568,4434,4406,151,66,8,4167,0,14,28,4079702,"list(list(c(-73.832181, -73.832295, -73.832601, -73.830138, -73.829867, -73.827825, -73.827144, -73.826082, -73.825508, -73.826887, -73.826362, -73.825697, -73.825844, -73.827656, -73.829652, -73.830609, -73.831255, -73.833099, -73.832181, 40.751506, 40.751942, 40.753007, 40.753915, 40.753495, 40.754251, 40.75451, 40.753529, 40.753, 40.75249, 40.751859, 40.750998, 40.749348, 40.749861, 40.749172, 40.749026, 40.748106, 40.747994, 40.751506)))",1,1845,530,0,0,0,0,4,3,16,181,52,425,16,1026,82,101,6,15,617,690,65,147,13,3,0,0,341,525,57,103,NA,1
"Census Tract 942.02, Queens County, New York",2135,5412,2494,2918,31662,54355,27855,339,787,539,604,13929,18630,9598,36081094202,4785,1398,3387,3194,874,1992,14,241,3,70,193,4094202,"list(list(c(-73.819835, -73.810285, -73.807512, -73.804901, -73.802438, -73.802428, -73.802246, -73.801175, -73.801005, -73.801991, -73.804305, -73.804735, -73.806346, -73.807283, -73.809865, -73.811252, -73.812157, -73.813048, -73.813846, -73.814643, -73.815435, -73.817229, -73.8177, -73.818913, -73.819133, -73.819312, -73.819576, -73.819835, 40.591897, 40.595073, 40.597862, 40.595887, 40.59264, 40.592473, 40.590769, 40.590447, 40.589108, 40.588869, 40.588327, 40.588269, 40.58808, 40.588001, 40.587742, 
40.587567, 40.587445, 40.587338, 40.587075, 40.586777, 40.58646, 40.585687, 40.586484, 40.587576, 40.588048, 40.589307, 40.590975, 40.591897)))",1,1868,19,712,1,1,1,6,0,149,307,270,0,149,1426,221,33,6,202,1121,39,12,673,120,27,0,2,1001,12,12,401,2020_100y,1
