name,pophoh,poptotl,popownr,poprntr,mhhinc,mhhinco,mhhincr,pophohm,popttlm,popwnrm,pprntrm,mhhincmo,mhhincom,mhhncrm,geoid,poptot,pophis,popnhis,popnh1r,popwhit,popblck,popamnd,popasin,poppacl,popth1r,ppnhs2r,bct2020,geometry,in_census,nun_res,nun_rs,nun_nycha,fzr20_100y,fzr50_100y,fzr50_500y,ncondo,ncoop,nsfh,nmfh,nuncondo,nuncoop,nunsfh,nunmfh,nres_bf1960,nres_60t79,nres_80t99,nres_2000af,nun_bf1960,nun_60t79,nun_80t99,nun_2000af,nunbf60sfh,nun60t79sfh,nun80t99sfh,nun00afsfh,nunbf60mfh,nun60t79mfh,nun80t99mfh,nun00afmfh,fp_cat,in_mp
"Census Tract 141.02, Kings County, New York",778,1863,712,1151,130313,169507,111417,131,352,215,378,29289,37717,39120,36047014102,1858,343,1515,1405,1088,67,8,231,0,11,110,3014102,"list(list(c(-73.992238, -73.991734, -73.989312, -73.986951, -73.987453, -73.988335, -73.990517, -73.99277, -73.992238, 40.666133, 40.666736, 40.665567, 40.664425, 40.663823, 40.662805, 40.664163, 40.665507, 40.666133)))",1,1139,178,0,0,0,0,16,0,23,149,199,0,23,825,162,0,3,23,552,0,52,443,22,0,0,1,486,0,52,287,NA,1
"Census Tract 353.01, Kings County, New York",1093,2509,23,2486,36761,NA,36307,159,495,43,503,12303,NA,12153,36047035301,2566,311,2255,2113,389,1645,5,39,0,35,142,3035301,"list(list(c(-73.936569, -73.93649, -73.936406, -73.933635, -73.933721, -73.933798, -73.933888, -73.936657, -73.936569, 40.670041, 40.670886, 40.671774, 40.671626, 40.670734, 40.669891, 40.66895, 40.669101, 40.670041)))",1,1046,244,0,0,0,0,1,2,0,125,6,12,0,1027,123,0,0,5,1018,0,0,27,0,0,0,0,1000,0,0,27,NA,1
"Census Tract 1034.01, Kings County, New York",1713,3873,0,3873,20655,NA,20655,197,693,12,693,11862,NA,11862,36047103401,3980,929,3051,2905,156,2711,14,13,0,11,146,3103401,"list(list(c(-73.888824, -73.886646, -73.885944, -73.885421, -73.882889, -73.883649, -73.885111, -73.886357, -73.889695, -73.888824, 40.634368, 40.635775, 40.636227, 40.63573, 40.633437, 40.632743, 40.631624, 40.630821, 40.633802, 40.634368)))",1,1610,0,1610,1,1,1,0,0,0,1,0,0,0,1610,1,0,0,0,1610,0,0,0,0,0,0,0,1610,0,0,0,2020_100y,1
"Census Tract 104.02, Kings County, New York",647,2256,501,1755,32072,150625,28986,99,495,206,478,5970,76578,3967,36047010402,2965,214,2751,2717,247,25,0,2445,0,0,34,3010402,"list(list(c(-74.008953, -74.008371, -74.007788, -74.007206, -74.005003, -74.005586, -74.006169, -74.006751, -74.007356, -74.009557, -74.008953, 40.636075, 40.636635, 40.637195, 40.637755, 40.636425, 40.635866, 40.635303, 40.634745, 40.634164, 40.635493, 40.636075)))",1,828,83,0,0,0,0,0,0,1,202,0,0,1,679,190,11,0,2,639,27,0,14,1,0,0,0,638,27,0,14,NA,1
"Census Tract 531.02, Kings County, New York",1117,6053,1598,4455,58085,202857,50430,272,1475,1184,963,11396,99899,22597,36047053102,5890,169,5721,5604,5320,19,0,46,0,219,117,3053102,"list(list(c(-73.957167, -73.953819, -73.95446, -73.952551, -73.951288, -73.950756, -73.950091, -73.95337, -73.956075, -73.956645, -73.95702, -73.957167, 40.699708, 40.700108, 40.700816, 40.702051, 40.700922, 40.700445, 40.699791, 40.699405, 40.69909, 40.699019, 40.698974, 40.699708)))",1,1059,40,0,1,1,1,43,2,0,37,492,12,0,231,26,0,16,40,153,0,63,519,0,0,0,0,127,0,32,72,2020_100y,1
"Census Tract 104.01, Kings County, New York",593,2152,367,1785,47454,44861,47727,94,447,209,449,15681,38074,14849,36047010401,3015,208,2807,2785,156,18,0,2600,1,10,22,3010401,"list(list(c(-74.011154, -74.010572, -74.009409, -74.007206, -74.007788, -74.008371, -74.008953, -74.009557, -74.01176, -74.011154, 40.637404, 40.637965, 40.639085, 40.637755, 40.637195, 40.636635, 40.636075, 40.635493, 40.636823, 40.637404)))",1,817,84,0,0,0,0,0,1,0,199,0,16,0,701,194,2,0,4,699,6,0,12,0,0,0,0,683,6,0,12,NA,1
"Census Tract 112.03, Richmond County, New York",2198,6219,4140,2079,70541,76964,41776,419,1196,1041,955,16335,26074,39167,36085011203,6791,1067,5724,5590,4132,113,7,1299,0,39,134,5011203,"list(list(c(-74.109184, -74.106991, -74.105833, -74.105677, -74.10369, -74.102316, -74.10167, -74.100391, -74.096132, -74.095212, -74.091822, -74.087678, -74.088766, -74.090277, -74.092686, -74.093873, -74.096822, -74.099049, -74.10054, -74.10471, -74.105795, -74.108739, -74.109762, -74.109184, 40.571042, 40.57322, 40.574373, 40.574527, 40.576505, 40.577945, 40.578623, 40.579689, 40.577526, 40.577045, 40.575275, 40.573071, 40.572375, 40.570782, 40.568065, 40.568409, 40.569948, 40.571111, 40.571882, 
40.574006, 40.572541, 40.569992, 40.570468, 40.571042)))",1,2413,0,0,1,1,1,2,0,1639,249,102,0,1639,523,568,275,375,669,663,332,431,736,493,222,320,602,170,110,111,132,2020_100y,1
"Census Tract 706.01, Kings County, New York",905,3062,2556,506,113313,114938,NA,121,568,626,331,38549,52823,NA,36047070601,2703,168,2535,2473,2342,44,2,69,0,16,62,3070601,"list(list(c(-73.91026, -73.908928, -73.907072, -73.906341, -73.904915, -73.904201, -73.902744, -73.901989, -73.89835, -73.899239, -73.900672, -73.902035, -73.904672, -73.904927, -73.908381, -73.909115, -73.91026, 40.61778, 40.618877, 40.617265, 40.61774, 40.618664, 40.619127, 40.620068, 40.620563, 40.61731, 40.614666, 40.613744, 40.61284, 40.61338, 40.613237, 40.616228, 40.616866, 40.61778)))",1,1071,0,0,1,1,1,0,0,442,295,0,0,442,629,139,479,66,53,188,737,84,62,95,255,48,44,93,482,36,18,2020_100y,1
"Census Tract 121.01, New York County, New York",1647,2825,176,2649,69124,250001,68534,337,707,127,694,21977,NA,23461,36061012101,3408,567,2841,2751,1575,365,7,775,2,27,90,1012101,"list(list(c(-73.99214, -73.991685, -73.99123, -73.990764, -73.987927, -73.988391, -73.988842, -73.989297, -73.989791, -73.992633, -73.99214, 40.759103, 40.759729, 40.760354, 40.760988, 40.759791, 40.759164, 40.758533, 40.757907, 40.757234, 40.75843, 40.759103)))",1,2448,1476,0,0,0,0,0,8,0,68,0,332,0,2033,68,2,1,5,1423,306,24,612,0,0,0,0,1091,306,24,612,NA,1
"Census Tract 9, Richmond County, New York",733,1875,739,1136,54821,124917,41339,123,392,254,351,20668,30152,15400,36085000900,2240,784,1456,1357,376,774,2,170,1,34,99,5000900,"list(list(c(-74.087091, -74.086677, -74.086524, -74.084969, -74.084144, -74.082073, -74.082372, -74.080282, -74.079206, -74.078198, -74.078846, -74.080555, -74.081473, -74.081101, -74.081927, -74.082282, -74.087206, -74.087091, 40.640334, 40.641909, 40.642564, 40.64313, 40.643431, 40.644208, 40.644645, 40.644793, 40.643431, 40.642115, 40.641995, 40.641692, 40.641512, 40.639922, 40.639871, 40.640601, 40.639896, 40.640334)))",1,853,241,0,0,0,0,0,0,144,197,0,0,144,708,241,9,19,72,547,111,89,105,90,6,6,42,457,105,83,63,NA,1
"Census Tract 11, Richmond County, New York",1095,3004,1234,1770,47159,90579,36528,174,684,528,556,15558,36163,19309,36085001100,4234,1858,2376,2249,716,1293,14,194,0,32,127,5001100,"list(list(c(-74.087542, -74.087206, -74.082282, -74.081927, -74.081101, -74.081473, -74.080555, -74.078846, -74.077899, -74.078132, -74.078788, -74.080552, -74.08178, -74.083734, -74.085879, -74.087279, -74.087542, 40.638449, 40.639896, 40.640601, 40.639871, 40.639922, 40.641512, 40.641692, 40.641995, 40.638094, 40.638172, 40.638269, 40.63732, 40.636623, 40.635737, 40.636692, 40.637812, 40.638449)))",1,1463,91,0,0,0,0,0,1,156,441,0,108,156,1184,486,5,14,93,1125,116,38,169,110,1,5,40,1015,7,33,129,NA,1
"Census Tract 39, Richmond County, New York",997,2038,416,1622,77891,109107,72500,121,295,160,300,10163,91815,14741,36085003900,2179,521,1658,1578,971,466,1,116,1,23,80,5003900,"list(list(c(-74.099685, -74.0964, -74.093954, -74.092239, -74.091581, -74.090831, -74.088719, -74.088545, -74.08942, -74.090224, -74.093218, -74.094071, -74.094303, -74.096443, -74.097147, -74.097702, -74.099685, 40.619653, 40.622329, 40.624334, 40.625743, 40.626546, 40.626094, 40.625899, 40.622619, 40.620307, 40.619409, 40.618773, 40.617704, 40.616655, 40.61562, 40.615285, 40.618809, 40.619653)))",1,1122,600,0,0,0,0,0,2,138,17,0,152,138,832,112,19,14,12,683,396,16,27,101,16,12,9,430,380,4,18,NA,1
"Census Tract 64, Richmond County, New York",1168,3298,2113,1185,46111,100750,20326,157,639,624,477,23616,27835,7118,36085006400,3698,792,2906,2818,1828,388,0,569,6,27,88,5006400,"list(list(c(-74.084965, -74.082288, -74.081164, -74.081396, -74.082188, -74.077328, -74.076448, -74.072761, -74.072191, -74.071771, -74.07044, -74.072817, -74.074538, -74.075399, -74.076263, -74.07715, -74.078882, -74.078467, -74.079363, -74.080297, -74.081649, -74.08241, -74.083323, -74.083752, -74.08407, -74.084914, -74.085875, -74.084965, 40.59733, 40.598402, 40.600207, 40.600925, 40.601941, 40.60133, 40.601005, 40.59923, 40.598935, 40.597807, 40.596735, 40.595952, 40.595387, 40.595104, 40.594823, 
40.594534, 40.593943, 40.5933, 40.592994, 40.592668, 40.59221, 40.593207, 40.594766, 40.595491, 40.595496, 40.595692, 40.59589, 40.59733)))",1,1302,0,422,1,1,1,0,0,610,122,0,0,610,685,228,295,130,79,707,352,141,95,177,246,123,64,530,106,18,31,2020_100y,1
"Census Tract 114.01, Richmond County, New York",1318,2954,1542,1412,50500,88000,20561,181,536,429,413,27728,26777,9497,36085011401,3249,757,2492,2395,1458,470,7,419,4,37,97,5011401,"list(list(c(-74.103926, -74.102709, -74.102079, -74.100883, -74.098939, -74.097584, -74.097193, -74.097011, -74.095071, -74.094164, -74.092616, -74.094025, -74.094711, -74.096169, -74.09704, -74.097718, -74.09844, -74.102497, -74.102789, -74.105259, -74.103926, 40.587076, 40.588172, 40.588741, 40.590179, 40.589181, 40.588488, 40.588284, 40.58819, 40.587203, 40.586735, 40.58594, 40.584748, 40.584203, 40.583044, 40.582349, 40.581815, 40.581242, 40.584016, 40.584225, 40.585923, 40.587076)))",1,1372,3,506,1,1,1,1,2,357,126,100,138,357,775,141,258,52,35,188,963,160,59,100,204,42,11,88,621,18,48,2020_100y,1
"Census Tract 141, Richmond County, New York",1032,2552,1676,876,57287,88750,36425,181,409,381,247,18861,21145,8535,36085014100,2868,1139,1729,1633,827,382,17,367,1,39,96,5014100,"list(list(c(-74.131136, -74.130247, -74.130461, -74.130161, -74.127599, -74.126724, -74.124891, -74.123219, -74.122055, -74.121257, -74.122162, -74.125133, -74.126664, -74.130037, -74.13131, -74.131136, 40.626899, 40.629609, 40.630897, 40.630924, 40.63117, 40.63128, 40.631728, 40.629248, 40.628364, 40.627823, 40.627477, 40.627102, 40.62689, 40.626428, 40.626328, 40.626899)))",1,973,78,0,0,0,0,2,0,370,170,130,0,370,464,315,23,67,137,490,111,210,153,172,19,54,125,318,92,26,28,NA,1
"Census Tract 156.02, Richmond County, New York",1111,3320,3138,182,118112,118643,114567,171,533,554,106,11209,19108,46990,36085015602,3396,219,3177,3108,2942,9,4,140,0,13,69,5015602,"list(list(c(-74.169013, -74.168227, -74.166089, -74.164765, -74.164231, -74.162527, -74.161024, -74.15852, -74.157537, -74.155933, -74.153975, -74.157047, -74.158511, -74.161349, -74.163947, -74.165265, -74.166979, -74.168293, -74.169013, 40.540098, 40.540249, 40.541655, 40.542672, 40.543301, 40.541503, 40.539898, 40.537237, 40.536294, 40.535354, 40.534268, 40.531228, 40.530566, 40.529374, 40.532934, 40.534748, 40.537117, 40.538931, 40.540098)))",1,1196,0,0,0,1,1,1,0,1088,45,8,0,1088,90,400,582,99,53,411,592,118,65,389,572,80,47,22,20,38,10,2050_100y,1
"Census Tract 201, Richmond County, New York",1278,3655,2186,1469,105000,139167,46429,192,678,491,602,31161,20299,23248,36085020100,3796,1166,2630,2549,2020,223,0,266,0,40,81,5020100,"list(list(c(-74.138367, -74.138613, -74.138266, -74.137227, -74.13581, -74.138059, -74.138064, -74.136742, -74.135861, -74.134087, -74.133437, -74.131618, -74.131074, -74.130461, -74.130247, -74.131136, -74.13131, -74.131917, -74.132058, -74.132076, -74.131907, -74.131804, -74.131696, -74.13147, -74.131378, -74.131356, -74.131258, -74.131224, -74.134258, -74.134021, -74.135395, -74.135131, -74.137171, -74.138737, -74.138367, 40.621738, 40.621773, 40.624248, 40.624296, 40.625064, 40.627069, 40.627568, 
40.628662, 40.628061, 40.629542, 40.629075, 40.630583, 40.631148, 40.630897, 40.629609, 40.626899, 40.626328, 40.624546, 40.623387, 40.622702, 40.621654, 40.621021, 40.620361, 40.619007, 40.618408, 40.618294, 40.617578, 40.617265, 40.617738, 40.61861, 40.618827, 40.619806, 40.620129, 40.620374, 40.621738)))",1,1296,15,0,0,0,1,1,0,584,326,6,0,584,690,696,105,61,48,941,175,75,88,475,48,48,12,466,127,27,70,2050_500y,1
"Census Tract 170.05, Richmond County, New York",1688,4901,4257,644,97841,102904,62244,218,696,712,272,16740,10735,25082,36085017005,4845,453,4392,4287,3843,36,2,374,3,29,105,5017005,"list(list(c(-74.193274, -74.189696, -74.186785, -74.185169, -74.182626, -74.180721, -74.178883, -74.177302, -74.176498, -74.172451, -74.171751, -74.17059, -74.169221, -74.169013, -74.17092, -74.172292, -74.174132, -74.17605, -74.17791, -74.178867, -74.18083, -74.188598, -74.189465, -74.191744, -74.193274, 40.534885, 40.536915, 40.539608, 40.541544, 40.54441, 40.546673, 40.545756, 40.544929, 40.544487, 40.542567, 40.542234, 40.54173, 40.54112, 40.540098, 40.539232, 40.538138, 40.537858, 40.536804, 
40.535815, 40.535535, 40.535925, 40.533361, 40.533092, 40.531917, 40.534885)))",1,1854,0,0,0,0,0,3,0,849,493,6,0,849,991,199,351,401,391,225,447,581,589,175,257,222,193,50,190,359,390,NA,1
"Census Tract 235.02, Bronx County, New York",1486,4346,216,4130,38804,63458,34570,120,860,237,833,9677,15751,9130,36005023502,4417,3339,1078,1035,47,836,13,94,0,45,43,2023502,"list(list(c(-73.905999, -73.905133, -73.904674, -73.903681, -73.902718, -73.90186, -73.900852, -73.901247, -73.901696, -73.90279, -73.902822, -73.902801, -73.903281, -73.906059, -73.905999, 40.849392, 40.85053, 40.851101, 40.852389, 40.853522, 40.854586, 40.855937, 40.854477, 40.853142, 40.851799, 40.850733, 40.850066, 40.848692, 40.849321, 40.849392)))",1,2042,1123,0,0,0,0,0,2,13,55,0,102,13,1923,56,2,2,10,1183,283,121,451,13,0,0,0,1068,283,121,451,NA,1
"Census Tract 98, Bronx County, New York",1595,4997,2721,2276,66875,104511,50486,149,885,869,417,19203,31489,15180,36005009800,5903,3638,2265,2089,171,1185,47,507,2,177,176,2009800,"list(list(c(-73.8563, -73.856151, -73.85003, -73.846999, -73.845255, -73.843917, -73.843794, -73.843728, -73.84341, -73.842898, -73.845955, -73.849018, -73.852078, -73.855136, -73.855312, -73.855646, -73.855972, -73.856231, -73.8563, 40.826757, 40.82677, 40.827596, 40.828, 40.828463, 40.828447, 40.82789, 40.827668, 40.826281, 40.824083, 40.823671, 40.82326, 40.822847, 40.822436, 40.823192, 40.824633, 40.826064, 40.826468, 40.826757)))",1,1932,312,0,0,0,1,0,0,283,438,0,0,283,1648,548,89,57,27,944,842,84,61,221,24,32,6,723,818,52,55,2050_500y,1
"Census Tract 379, Bronx County, New York",1514,5107,225,4882,29773,NA,28551,200,1110,159,1122,7262,NA,8232,36005037900,6878,3319,3559,3439,122,3171,16,42,10,78,120,2037900,"list(list(c(-73.902102, -73.900949, -73.900884, -73.900694, -73.900462, -73.900003, -73.899317, -73.898776, -73.898165, -73.898635, -73.897099, -73.89644, -73.895609, -73.896624, -73.897087, -73.898086, -73.899671, -73.900963, -73.901955, -73.902102, 40.848319, 40.848425, 40.84941, 40.850253, 40.851012, 40.852517, 40.85407, 40.855364, 40.855146, 40.853907, 40.855172, 40.854908, 40.854571, 40.852787, 40.851969, 40.850213, 40.847438, 40.847697, 40.848059, 40.848319)))",1,2409,827,0,0,0,0,0,1,33,98,0,24,33,2089,119,4,0,9,939,656,0,551,33,0,0,0,882,656,0,551,NA,1
"Census Tract 429.02, Bronx County, New York",1648,3739,244,3495,38816,65000,36176,163,433,131,442,10408,49746,13143,36005042902,4334,2576,1758,1685,257,1011,13,356,2,46,73,2042902,"list(list(c(-73.876491, -73.875268, -73.874387, -73.873483, -73.872545, -73.870944, -73.871605, -73.872116, -73.873692, -73.8747, -73.875592, -73.876491, 40.875499, 40.87714, 40.879055, 40.878855, 40.878746, 40.878511, 40.876922, 40.876961, 40.876352, 40.875002, 40.875254, 40.875499)))",1,1689,1011,0,0,0,0,0,2,25,116,0,94,25,1570,129,0,0,14,1388,0,0,301,25,0,0,0,1269,0,0,301,NA,1
"Census Tract 323, Bronx County, New York",2592,4319,2969,1350,86069,98750,61618,319,525,522,278,10642,23184,38520,36005032300,5001,1249,3752,3597,2737,538,0,262,3,57,155,2032300,"list(list(c(-73.912603, -73.910596, -73.90899, -73.908638, -73.906559, -73.903215, -73.903673, -73.9041, -73.905007, -73.906112, -73.907463, -73.910839, -73.9102, -73.911567, -73.912603, 40.903578, 40.906774, 40.908207, 40.90857, 40.911327, 40.910129, 40.908437, 40.906862, 40.90414, 40.90167, 40.899394, 40.900031, 40.903063, 40.90336, 40.903578)))",1,2873,609,0,0,0,0,0,8,157,6,0,2261,157,452,111,31,17,12,1504,1337,17,12,100,28,17,12,452,0,0,0,NA,1
"Census Tract 84, Bronx County, New York",982,3017,2208,809,62885,59063,63534,256,505,553,303,23642,31651,39025,36005008400,2587,1439,1148,1124,33,830,6,206,1,48,24,2008400,"list(list(c(-73.851629, -73.850599, -73.849574, -73.848588, -73.847539, -73.844486, -73.843881, -73.845071, -73.845743, -73.846097, -73.847054, -73.848112, -73.849097, -73.851145, -73.851629, 40.816354, 40.816498, 40.816634, 40.816765, 40.816905, 40.817315, 40.817391, 40.815419, 40.813896, 40.813079, 40.814826, 40.814687, 40.814551, 40.814396, 40.816354)))",1,745,0,3,1,1,1,0,0,125,267,0,0,125,619,36,285,6,65,51,533,18,142,23,102,0,0,28,431,18,142,2020_100y,1
"Census Tract 202, Bronx County, New York",875,2347,568,1779,41393,NA,36212,129,352,190,362,9859,NA,9791,36005020200,2789,1464,1325,1263,240,242,12,720,0,49,62,2020200,"list(list(c(-73.850041, -73.84984, -73.848791, -73.848435, -73.847798, -73.846479, -73.845531, -73.844581, -73.845558, -73.845808, -73.846499, -73.846678, -73.847316, -73.848781, -73.850011, -73.850678, -73.850041, 40.839094, 40.838958, 40.839893, 40.840216, 40.840697, 40.839809, 40.839173, 40.838536, 40.837719, 40.837513, 40.83694, 40.836794, 40.836264, 40.837271, 40.838115, 40.838575, 40.839094)))",1,879,305,0,0,0,0,0,0,37,172,0,0,37,839,178,4,6,21,626,62,12,176,36,1,0,0,590,61,12,176,NA,1
"Census Tract 368, Bronx County, New York",570,2016,1149,867,67794,115833,39038,78,443,450,206,21370,55277,12413,36005036800,2165,565,1600,1557,29,1435,7,47,0,39,43,2036800,"list(list(c(-73.859752, -73.859242, -73.856877, -73.854446, -73.851201, -73.852155, -73.853637, -73.855518, -73.856513, -73.858029, -73.860512, -73.859752, 40.876861, 40.876858, 40.876766, 40.876183, 40.875154, 40.874434, 40.873301, 40.873904, 40.874218, 40.874704, 40.875494, 40.876861)))",1,580,17,0,0,0,0,0,0,84,205,0,0,84,494,210,37,7,35,399,73,19,87,82,1,1,0,317,72,18,87,NA,1
"Census Tract 121.01, Bronx County, New York",941,2894,769,2125,43472,112250,36250,92,419,248,389,9464,59330,10135,36005012101,3319,2234,1085,1033,53,909,0,26,0,45,52,2012101,"list(list(c(-73.890878, -73.890873, -73.889912, -73.888054, -73.887613, -73.88605, -73.886092, -73.8864, -73.887895, -73.88885, -73.890905, -73.890878, 40.82863, 40.830136, 40.830124, 40.829503, 40.829337, 40.828085, 40.827695, 40.827503, 40.826743, 40.826768, 40.826788, 40.82863)))",1,1216,358,25,0,0,0,0,1,7,193,0,73,7,1002,76,0,109,16,729,0,230,123,7,0,0,0,649,0,230,123,NA,1
"Census Tract 74, Bronx County, New York",1330,3494,1402,2092,40625,59400,26196,129,600,406,524,21909,22356,20274,36005007400,3536,2047,1489,1412,57,1194,1,132,0,28,77,2007400,"list(list(c(-73.855136, -73.852078, -73.851751, -73.85158, -73.85108, -73.850599, -73.851629, -73.85362, -73.854142, -73.854637, -73.854808, -73.855136, 40.822436, 40.822847, 40.821441, 40.820711, 40.818618, 40.816498, 40.816354, 40.816088, 40.818238, 40.8203, 40.821029, 40.822436)))",1,1410,0,0,0,1,1,0,1,51,260,0,624,51,735,26,75,190,21,34,947,373,56,21,20,10,0,13,303,363,56,2050_100y,1
"Census Tract 195, Bronx County, New York",2572,6913,191,6722,31365,2499,31673,295,1155,169,1168,6463,NA,7652,36005019500,7509,4927,2582,2464,201,2134,13,68,6,42,118,2019500,"list(list(c(-73.924504, -73.924261, -73.923488, -73.922217, -73.921223, -73.920365, -73.919029, -73.919856, -73.920461, -73.921171, -73.921742, -73.922225, -73.922669, -73.924047, -73.925927, -73.924504, 40.830284, 40.830681, 40.831973, 40.834163, 40.833833, 40.833543, 40.83309, 40.831949, 40.830915, 40.829628, 40.8286, 40.827715, 40.826854, 40.827244, 40.827812, 40.830284)))",1,2718,2032,0,0,0,0,0,4,10,50,0,300,10,2383,57,1,3,3,2074,103,374,142,10,0,0,0,1764,103,374,142,NA,1
"Census Tract 300, Bronx County, New York",2505,6373,2381,3992,70017,80114,67250,274,937,728,906,13742,43720,17712,36005030000,6591,3214,3377,3227,2062,492,8,580,2,83,150,2030000,"list(list(c(-73.835559, -73.834809, -73.833906, -73.831575, -73.831291, -73.830567, -73.828602, -73.827355, -73.827185, -73.827997, -73.829585, -73.83043, -73.830542, -73.831309, -73.833105, -73.834001, -73.834901, -73.835801, -73.835559, 40.851964, 40.853514, 40.854468, 40.85538, 40.855434, 40.855512, 40.855718, 40.85283, 40.851711, 40.848624, 40.84943, 40.849164, 40.849218, 40.849308, 40.849479, 40.849561, 40.849613, 40.849677, 40.851964)))",1,2717,768,0,1,1,1,1,4,175,536,11,371,175,2152,570,94,29,23,1728,765,96,120,168,7,0,0,1560,387,96,109,2020_100y,1
"Census Tract 265, Bronx County, New York",2140,7339,97,7242,49015,NA,47348,302,1346,106,1363,10741,NA,13468,36005026500,7166,5590,1576,1506,212,753,3,455,0,83,70,2026500,"list(list(c(-73.903322, -73.902074, -73.90114, -73.899976, -73.89953, -73.899644, -73.898918, -73.896561, -73.897403, -73.898873, -73.900276, -73.90108, -73.902293, -73.903319, -73.902518, -73.901945, -73.902522, -73.903322, 40.865311, 40.866997, 40.86828, 40.867986, 40.867881, 40.868468, 40.869658, 40.868565, 40.867474, 40.865584, 40.863788, 40.862756, 40.862717, 40.862735, 40.863798, 40.864553, 40.864873, 40.865311)))",1,2263,1519,0,0,0,0,0,1,45,118,0,42,45,2129,125,0,0,39,1925,0,0,291,45,0,0,0,1838,0,0,291,NA,1
"Census Tract 277, Bronx County, New York",1816,4489,136,4353,29937,63173,29446,224,672,119,686,12078,55451,10468,36005027700,4968,3786,1182,1119,399,553,7,114,0,46,63,2027700,"list(list(c(-73.904708, -73.903995, -73.90381, -73.903395, -73.901576, -73.900607, -73.89904, -73.899567, -73.899613, -73.898739, -73.898065, -73.89958, -73.900214, -73.900612, -73.902646, -73.903131, -73.903946, -73.904558, -73.904708, 40.876562, 40.878161, 40.878546, 40.87909, 40.880995, 40.880471, 40.881544, 40.879268, 40.878756, 40.878516, 40.878501, 40.876608, 40.877047, 40.877307, 40.876584, 40.875842, 40.876258, 40.876504, 40.876562)))",1,1818,1045,344,0,0,0,1,2,49,113,16,119,49,1633,145,7,7,6,1240,529,18,30,47,1,0,1,1193,409,18,13,NA,1
