name,med_hh_inc_tract_estimate,pop_total_tract_estimate,pop_owner_tract_estimate,pop_renter_tract_estimate,med_hh_inc_tract_moe,pop_total_tract_moe,pop_owner_tract_moe,pop_renter_tract_moe,med_hh_inc_tract_moe_rate,pop_total_tract_moe_rate,pop_owner_tract_moe_rate,pop_renter_tract_moe_rate,geoid,geometry,pop_total,pop_hislat,pop_nonhil,pop_nonhil1r,pop_white,pop_black,pop_amind,pop_asian,pop_pacil,pop_other1r,pop_nonhil2r,borough,census_tract_raw,census_tract_predot,census_tract_postdot,bct2020
"Census Tract 408, Kings County, New York",96705,3485,1951,1534,42291,613,555,575,0.4373196835737552,0.17589670014347203,0.28446950281906713,0.3748370273794003,36047040800,"list(list(c(-73.981679, -73.980752, -73.979827, -73.978828, -73.977828, -73.976935, -73.977933, -73.978929, -73.979352, -73.979858, -73.980311, -73.981237, -73.981679, 40.60316, 40.603264, 40.60337, 40.603475, 40.603586, 40.59887, 40.598762, 40.598653, 40.598605, 40.598548, 40.600942, 40.600837, 40.60316)))",3933,770,3163,3108,924,28,0,2120,0,36,55,3,408,408,00,3040800
"Census Tract 417, Kings County, New York",28103,3221,607,2614,13645,698,259,692,0.4855353520976408,0.2167028873020801,0.42668863261943984,0.26472838561591433,36047041700,"list(list(c(-73.921154, -73.919271, -73.917818, -73.917071, -73.916313, -73.915562, -73.914808, -73.916257, -73.917791, -73.91862, -73.919459, -73.920301, -73.921154, 40.692796, 40.694731, 40.696208, 40.695782, 40.695351, 40.694922, 40.694497, 40.693022, 40.69146, 40.691808, 40.692149, 40.692485, 40.692796)))",3348,2114,1234,1174,352,650,3,152,0,17,60,3,417,417,00,3041700
"Census Tract 450, Kings County, New York",81111,648,380,268,16108,229,163,197,0.19859205286582585,0.3533950617283951,0.42894736842105263,0.7350746268656716,36047045000,"list(list(c(-73.975802, -73.973696, -73.970474, -73.969784, -73.971981, -73.973488, -73.974813, -73.974866, -73.975296, -73.975802, 40.623594, 40.623827, 40.624182, 40.620559, 40.619728, 40.619185, 40.618367, 40.618644, 40.620913, 40.623594)))",645,51,594,590,561,8,0,13,0,8,4,3,450,450,00,3045000
"Census Tract 476, Kings County, New York",38255,2999,1438,1561,21723,859,476,839,0.5678473402169651,0.28642880960320105,0.33101529902642557,0.5374759769378603,36047047600,"list(list(c(-73.984344, -73.983763, -73.982598, -73.980142, -73.980723, -73.978155, -73.977486, -73.977165, -73.977071, -73.97685, -73.976578, -73.977524, -73.978067, -73.980428, -73.982406, -73.984928, -73.984344, 40.632157, 40.632717, 40.633837, 40.632354, 40.631793, 40.630282, 40.630595, 40.630747, 40.630253, 40.629089, 40.627574, 40.627978, 40.627455, 40.628879, 40.630068, 40.631597, 40.632157)))",4054,173,3881,3786,3533,20,0,113,0,120,95,3,476,476,00,3047600
"Census Tract 427, Kings County, New York",60549,4730,439,4291,17352,648,253,632,0.2865778130109498,0.13699788583509515,0.5763097949886105,0.14728501514798414,36047042700,"list(list(c(-73.931155, -73.928738, -73.926578, -73.926089, -73.925335, -73.924586, -73.923834, -73.925389, -73.926838, -73.927588, -73.928339, -73.929091, -73.929843, -73.930594, -73.931155, 40.703773, 40.704717, 40.705557, 40.70568, 40.705253, 40.704825, 40.704398, 40.70281, 40.701334, 40.701762, 40.702192, 40.70262, 40.703047, 40.703473, 40.703773)))",4920,2658,2262,2112,1523,240,8,268,0,73,150,3,427,427,00,3042700
"Census Tract 438, Kings County, New York",58583,2532,474,2058,10931,302,169,328,0.18658996637249714,0.11927330173775672,0.35654008438818563,0.15937803692905733,36047043800,"list(list(c(-73.974515, -73.973484, -73.972398, -73.971379, -73.970452, -73.969525, -73.968153, -73.967668, -73.96997, -73.971913, -73.972994, -73.974031, -73.974184, -73.974391, -73.974445, -73.974515, 40.611257, 40.611371, 40.611491, 40.611602, 40.611704, 40.611808, 40.61196, 40.609404, 40.60915, 40.608936, 40.608814, 40.608702, 40.609463, 40.61058, 40.610874, 40.611257)))",2905,255,2650,2475,1910,75,1,467,1,21,175,3,438,438,00,3043800
"Census Tract 517, Kings County, New York",162060,2691,500,2191,22521,395,181,366,0.13896704924102185,0.14678558156819027,0.362,0.16704701049748974,36047051700,"list(list(c(-73.957225, -73.956038, -73.954776, -73.954183, -73.953321, -73.951646, -73.950646, -73.95271, -73.953469, -73.954655, -73.955251, -73.955844, -73.957131, -73.958416, -73.957225, 40.720293, 40.721397, 40.72246, 40.722636, 40.722933, 40.723486, 40.721705, 40.720451, 40.719798, 40.718694, 40.71814, 40.717589, 40.718388, 40.719189, 40.720293)))",2636,309,2327,2197,1841,60,7,259,0,30,130,3,517,517,00,3051700
"Census Tract 556, Kings County, New York",53359,3621,1800,1821,12286,628,595,468,0.2302516913735265,0.17343275338304337,0.33055555555555555,0.257001647446458,36047055600,"list(list(c(-73.961732, -73.961197, -73.960732, -73.959576, -73.957724, -73.957283, -73.95683, -73.957757, -73.958683, -73.959612, -73.960363, -73.961363, -73.961552, -73.961732, 40.605358, 40.605417, 40.60547, 40.605596, 40.6058, 40.60347, 40.601087, 40.600986, 40.600885, 40.600781, 40.600698, 40.600589, 40.603007, 40.605358)))",3880,305,3575,3420,2853,27,0,506,0,34,155,3,556,556,00,3055600
"Census Tract 571, Kings County, New York",92287,3953,1117,2836,18449,562,463,560,0.1999089795962595,0.14217050341512774,0.41450313339301703,0.19746121297602257,36047057100,"list(list(c(-73.950029, -73.949194, -73.948373, -73.947544, -73.946715, -73.945879, -73.94543, -73.945015, -73.946275, -73.948164, -73.949078, -73.949924, -73.950875, -73.950029, 40.725999, 40.726276, 40.726548, 40.726822, 40.727094, 40.727354, 40.725518, 40.723004, 40.722863, 40.722655, 40.72254, 40.724056, 40.725721, 40.725999)))",4267,367,3900,3745,3468,42,0,219,1,15,155,3,571,571,00,3057100
"Census Tract 580, Kings County, New York",55227,4099,1573,2526,35665,711,581,526,0.6457891973129085,0.1734569407172481,0.3693579148124603,0.2082343626286619,36047058000,"list(list(c(-73.957757, -73.95683, -73.955905, -73.954942, -73.953978, -73.953552, -73.95315, -73.955076, -73.956001, -73.956928, -73.957332, -73.957757, 40.600986, 40.601087, 40.601191, 40.601297, 40.601401, 40.599146, 40.597028, 40.596816, 40.596714, 40.596612, 40.598731, 40.600986)))",3502,400,3102,2979,1449,95,1,1410,0,24,123,3,580,580,00,3058000
"Census Tract 591, Kings County, New York",112794,3595,666,2929,17266,449,230,414,0.15307551820132276,0.12489568845618915,0.34534534534534533,0.1413451689996586,36047059100,"list(list(c(-73.94543, -73.944498, -73.943569, -73.942636, -73.941687, -73.940738, -73.940323, -73.940221, -73.941094, -73.941956, -73.944405, -73.944797, -73.945015, -73.94543, 40.725518, 40.725616, 40.725708, 40.725793, 40.725882, 40.725973, 40.723454, 40.722892, 40.722309, 40.721652, 40.72024, 40.721681, 40.723004, 40.725518)))",3856,494,3362,3211,2969,51,4,165,0,22,151,3,591,591,00,3059100
"Census Tract 596, Kings County, New York",50800,2264,1491,773,11752,385,327,258,0.23133858267716537,0.1700530035335689,0.2193158953722334,0.33376455368693403,36047059600,"list(list(c(-73.944012, -73.943085, -73.942154, -73.941233, -73.939238, -73.939641, -73.93778, -73.937375, -73.936985, -73.938837, -73.939796, -73.941754, -73.94268, -73.943609, -73.944012, 40.591265, 40.591368, 40.591469, 40.591572, 40.591789, 40.593922, 40.594126, 40.591995, 40.589871, 40.589671, 40.589565, 40.589349, 40.589247, 40.589147, 40.591265)))",2569,128,2441,2380,2013,61,1,290,1,14,61,3,596,596,00,3059600
"Census Tract 538, Kings County, New York",65596,5474,1141,4333,9640,934,759,748,0.1469601804988109,0.17062477164778955,0.6652059596844873,0.17262866374336489,36047053800,"list(list(c(-73.959107, -73.958147, -73.958597, -73.957632, -73.956689, -73.955491, -73.955037, -73.954587, -73.955786, -73.956729, -73.958655, -73.958977, -73.959107, 40.618113, 40.618217, 40.620608, 40.620714, 40.620818, 40.62095, 40.618558, 40.616169, 40.616036, 40.615932, 40.615721, 40.617409, 40.618113)))",5535,474,5061,4842,3671,256,0,832,0,83,219,3,538,538,00,3053800
"Census Tract 646, Kings County, New York",85417,1990,1663,327,15414,368,393,197,0.18045588114778088,0.1849246231155779,0.23631990378833434,0.6024464831804281,36047064600,"list(list(c(-73.943145, -73.941282, -73.940453, -73.939716, -73.937875, -73.936057, -73.937542, -73.938254, -73.93897, -73.940788, -73.942993, -73.943145, 40.617426, 40.61763, 40.617929, 40.618406, 40.616757, 40.615123, 40.614165, 40.613702, 40.61324, 40.614872, 40.616969, 40.617426)))",2226,165,2061,2014,1663,107,12,172,1,59,47,3,646,646,00,3064600
"Census Tract 650, Kings County, New York",71927,1510,987,523,9327,290,219,218,0.12967314082333478,0.19205298013245034,0.22188449848024316,0.4168260038240918,36047065000,"list(list(c(-73.936336, -73.93538, -73.9331, -73.932195, -73.931951, -73.931731, -73.932487, -73.933205, -73.935018, -73.936867, -73.936336, 40.620611, 40.621216, 40.622694, 40.623269, 40.62106, 40.617927, 40.617432, 40.61697, 40.6186, 40.620253, 40.620611)))",1439,239,1200,1140,335,544,0,254,0,7,60,3,650,650,00,3065000
"Census Tract 810, Kings County, New York",59261,2100,404,1696,6584,403,178,384,0.11110173638649365,0.1919047619047619,0.4405940594059406,0.22641509433962265,36047081000,"list(list(c(-73.947676, -73.945413, -73.945167, -73.942988, -73.942611, -73.939813, -73.939734, -73.94255, -73.942314, -73.945094, -73.947354, -73.947433, -73.947522, -73.947601, -73.94764, -73.947676, 40.660297, 40.660437, 40.660451, 40.660586, 40.66061, 40.660785, 40.660074, 40.659892, 40.657609, 40.657432, 40.65728, 40.658031, 40.658876, 40.659586, 40.659959, 40.660297)))",2907,187,2720,2578,520,1896,0,91,3,68,142,3,810,810,00,3081000
"Census Tract 834, Kings County, New York",61912,1515,1008,507,33039,306,217,279,0.5336445277167593,0.201980198019802,0.2152777777777778,0.5502958579881657,36047083400,"list(list(c(-73.940159, -73.939226, -73.937284, -73.937041, -73.936792, -73.937762, -73.938731, -73.939664, -73.939914, -73.940159, 40.64378, 40.643838, 40.643958, 40.641658, 40.639319, 40.639259, 40.6392, 40.639142, 40.641481, 40.64378)))",1733,118,1615,1482,29,1373,7,55,1,17,133,3,834,834,00,3083400
"Census Tract 692, Kings County, New York",122353,2434,1884,550,23897,351,297,285,0.19531192533080513,0.14420706655710763,0.15764331210191082,0.5181818181818182,36047069200,"list(list(c(-73.923497, -73.920625, -73.920869, -73.919938, -73.917995, -73.917694, -73.917515, -73.92039, -73.921359, -73.923262, -73.923497, 40.623802, 40.623979, 40.626251, 40.626307, 40.626458, 40.624103, 40.621941, 40.621777, 40.621718, 40.6216, 40.623802)))",2512,230,2282,2172,220,1812,5,107,0,28,110,3,692,692,00,3069200
"Census Tract 732, Kings County, New York",59193,2162,1253,909,10751,379,283,346,0.18162620580136166,0.17530064754856614,0.22585794094173983,0.38063806380638066,36047073200,"list(list(c(-73.9358, -73.934867, -73.933895, -73.932455, -73.931983, -73.931743, -73.931494, -73.933449, -73.933892, -73.934595, -73.935349, -73.935549, -73.9358, 40.630032, 40.630091, 40.630151, 40.63024, 40.630269, 40.62793, 40.625594, 40.625704, 40.625919, 40.625881, 40.625835, 40.627692, 40.630032)))",2173,179,1994,1823,66,1604,0,114,0,39,171,3,732,732,00,3073200
"Census Tract 752, Kings County, New York",168167,1007,977,30,16886,253,253,26,0.10041209036255627,0.2512413108242304,0.25895598771750256,0.8666666666666667,36047075200,"list(list(c(-73.954885, -73.951106, -73.950661, -73.950202, -73.952126, -73.953052, -73.953983, -73.954435, -73.954885, 40.628336, 40.62875, 40.626361, 40.623971, 40.623759, 40.623658, 40.623555, 40.625945, 40.628336)))",1042,12,1030,989,961,12,1,12,0,3,41,3,752,752,00,3075200
"Census Tract 930, Kings County, New York",82539,3102,2020,1082,13689,388,423,276,0.16584887144259078,0.12508059316569956,0.2094059405940594,0.25508317929759705,36047093000,"list(list(c(-73.917801, -73.91632, -73.918137, -73.91737, -73.916654, -73.915226, -73.913407, -73.911823, -73.913253, -73.914732, -73.916937, -73.918515, -73.917801, 40.648568, 40.649527, 40.651158, 40.651654, 40.652117, 40.653039, 40.651407, 40.649984, 40.649061, 40.648101, 40.646683, 40.648106, 40.648568)))",2567,91,2476,2374,8,2311,4,6,9,36,102,3,930,930,00,3093000
"Census Tract 962, Kings County, New York",83221,1799,999,800,26868,532,528,263,0.32285120342221313,0.29571984435797666,0.5285285285285285,0.32875,36047096200,"list(list(c(-73.912756, -73.911755, -73.910716, -73.908899, -73.907084, -73.90928, -73.910764, -73.912915, -73.912756, 40.646328, 40.647224, 40.647888, 40.646256, 40.644623, 40.643204, 40.642246, 40.644177, 40.646328)))",1701,150,1551,1455,78,1336,1,27,0,13,96,3,962,962,00,3096200
"Census Tract 992, Kings County, New York",79605,2252,1555,697,18504,438,394,219,0.23244771057094404,0.19449378330373002,0.25337620578778136,0.31420373027259685,36047099200,"list(list(c(-73.902747, -73.901933, -73.900111, -73.8983, -73.899726, -73.901264, -73.902908, -73.902177, -73.90413, -73.902747, 40.639472, 40.640001, 40.638365, 40.636736, 40.635812, 40.634818, 40.636294, 40.636823, 40.638578, 40.639472)))",2056,150,1906,1774,108,1568,0,69,0,29,132,3,992,992,00,3099200
"Census Tract 1120, Kings County, New York",50986,3224,1129,2095,14789,633,571,393,0.2900600164751108,0.19633995037220844,0.5057573073516386,0.18758949880668258,36047112000,"list(list(c(-73.883597, -73.882782, -73.881968, -73.880314, -73.878489, -73.878378, -73.876953, -73.878586, -73.880222, -73.881036, -73.881856, -73.883309, -73.883152, -73.883597, 40.667905, 40.668026, 40.668147, 40.668392, 40.668655, 40.668234, 40.666259, 40.665554, 40.664857, 40.664504, 40.66415, 40.666112, 40.666181, 40.667905)))",3480,1130,2350,2171,52,2001,2,94,1,21,179,3,1120,1120,00,3112000
"Census Tract 876, Kings County, New York",40335,1744,711,1033,7535,408,160,375,0.1868104623775877,0.23394495412844038,0.2250351617440225,0.36302032913843174,36047087600,"list(list(c(-73.937264, -73.934553, -73.934467, -73.934392, -73.934316, -73.934231, -73.933996, -73.935895, -73.936864, -73.936948, -73.937111, -73.937341, -73.937264, 40.663192, 40.663362, 40.662575, 40.661864, 40.661148, 40.660415, 40.658119, 40.658001, 40.657942, 40.658698, 40.660236, 40.662397, 40.663192)))",2098,171,1927,1808,538,1175,2,45,0,48,119,3,876,876,00,3087600
"Census Tract 890, Kings County, New York",52841,5112,736,4376,7002,1157,370,1133,0.1325107397664692,0.2263302034428795,0.5027173913043478,0.25891224862888484,36047089000,"list(list(c(-73.919744, -73.919584, -73.918602, -73.918299, -73.918185, -73.917419, -73.917074, -73.915567, -73.91378, -73.912339, -73.911996, -73.910123, -73.909726, -73.910679, -73.912329, -73.913744, -73.915307, -73.916332, -73.918147, -73.91727, -73.919089, -73.920082, -73.919744, 40.660771, 40.661994, 40.661118, 40.661162, 40.660726, 40.660051, 40.659745, 40.658393, 40.656783, 40.655531, 40.655561, 40.655852, 40.654313, 40.65418, 40.654135, 40.654169, 40.654222, 40.655132, 40.656766, 40.657333, 
40.658966, 40.659858, 40.660771)))",6683,653,6030,5646,150,5375,28,38,1,54,384,3,890,890,00,3089000
"Census Tract 1134, Kings County, New York",35969,2208,123,2085,9005,382,78,374,0.25035447190636384,0.17300724637681159,0.6341463414634146,0.17937649880095924,36047113400,"list(list(c(-73.901982, -73.900183, -73.898341, -73.89802, -73.897633, -73.897233, -73.899076, -73.900851, -73.901668, -73.901982, 40.66967, 40.669939, 40.670212, 40.668958, 40.667419, 40.665878, 40.665608, 40.665346, 40.668413, 40.66967)))",2658,912,1746,1672,59,1565,13,12,0,23,74,3,1134,1134,00,3113400
"Census Tract 1166, Kings County, New York",61563,2984,851,2133,16788,631,305,620,0.2726962623653818,0.21146112600536193,0.3584018801410106,0.2906704172526957,36047116600,"list(list(c(-73.884854, -73.883226, -73.882331, -73.880505, -73.880199, -73.879882, -73.879568, -73.881392, -73.883074, -73.883889, -73.883968, -73.884129, -73.884214, -73.884537, -73.884854, 40.676129, 40.67637, 40.676501, 40.676766, 40.675525, 40.674255, 40.672987, 40.672723, 40.672475, 40.672355, 40.672665, 40.673292, 40.673621, 40.674889, 40.676129)))",3484,1529,1955,1742,60,1306,12,289,0,75,213,3,1166,1166,00,3116600
"Census Tract 1192, Kings County, New York",NA,3043,985,2058,NA,693,636,378,NA,0.22773578705225106,0.6456852791878173,0.1836734693877551,36047119200,"list(list(c(-73.880609, -73.879279, -73.878379, -73.877429, -73.877339, -73.876565, -73.875588, -73.875275, -73.876193, -73.87896, -73.879882, -73.880199, -73.880505, -73.881056, -73.880609, 40.679111, 40.679487, 40.679742, 40.680017, 40.680055, 40.68018, 40.676189, 40.674918, 40.674787, 40.674384, 40.674255, 40.675525, 40.676766, 40.678984, 40.679111)))",3636,1648,1988,1815,73,1335,26,324,0,57,173,3,1192,1192,00,3119200
"Census Tract 50, Queens County, New York",NA,0,0,0,NA,12,12,12,NA,Inf,Inf,Inf,36081005000,"list(list(c(-73.857669, -73.856801, -73.854393, -73.853924, -73.853257, -73.852466, -73.852482, -73.854596, -73.856871, -73.857482, -73.857669, 40.678739, 40.67951, 40.67966, 40.679686, 40.679728, 40.675584, 40.675287, 40.675753, 40.676455, 40.678172, 40.678739)))",0,0,0,0,0,0,0,0,0,0,0,4,50,50,00,4005000
"Census Tract 69, Queens County, New York",109821,3500,776,2724,34892,597,343,598,0.3177170122289908,0.17057142857142857,0.4420103092783505,0.2195301027900147,36081006900,"list(list(c(-73.92511, -73.924928, -73.924487, -73.923981, -73.922793, -73.921469, -73.920763, -73.920076, -73.917702, -73.918116, -73.918998, -73.921242, -73.922204, -73.923634, -73.924783, -73.9259, -73.92511, 40.773276, 40.773489, 40.77405, 40.774615, 40.773962, 40.773051, 40.772553, 40.772067, 40.770392, 40.770029, 40.770309, 40.768378, 40.769223, 40.770428, 40.771355, 40.772262, 40.773276)))",5196,1584,3612,3425,2357,98,7,897,0,66,187,4,69,69,00,4006900
"Census Tract 75, Queens County, New York",77254,3954,898,3056,29307,680,432,687,0.3793589975923577,0.1719777440566515,0.48106904231625836,0.22480366492146597,36081007500,"list(list(c(-73.92915, -73.928556, -73.926438, -73.925434, -73.925061, -73.924253, -73.926188, -73.926988, -73.928425, -73.930365, -73.92915, 40.765983, 40.766714, 40.765733, 40.765269, 40.765097, 40.764725, 40.762351, 40.762725, 40.763416, 40.764491, 40.765983)))",4477,992,3485,3297,2196,90,3,944,2,62,188,4,75,75,00,4007500
"Census Tract 161, Queens County, New York",76857,2301,424,1877,8486,338,129,330,0.11041284463354022,0.14689265536723164,0.30424528301886794,0.17581246670218434,36081016100,"list(list(c(-73.916871, -73.916675, -73.915007, -73.913411, -73.912611, -73.911764, -73.911958, -73.913542, -73.914467, -73.914685, -73.915473, -73.917632, -73.916871, 40.754807, 40.755047, 40.757098, 40.756348, 40.755971, 40.755573, 40.755396, 40.753469, 40.753661, 40.753667, 40.753792, 40.753858, 40.754807)))",2291,898,1393,1275,725,32,4,466,0,48,118,4,161,161,00,4016100
"Census Tract 180, Queens County, New York",83239,1458,989,469,9565,377,418,157,0.11491007820853205,0.25857338820301784,0.42264914054600605,0.3347547974413646,36081018000,"list(list(c(-73.809045, -73.808101, -73.806337, -73.803356, -73.801793, -73.803597, -73.806197, -73.808536, -73.809782, -73.809045, 40.676027, 40.676297, 40.676797, 40.677644, 40.674394, 40.674551, 40.674784, 40.674996, 40.675108, 40.676027)))",1365,231,1134,974,96,398,28,316,4,132,160,4,180,180,00,4018000
